,time,x_1s,y_1s,z_1s
323,2019-11-15 00:07:19,0.01953125,0.0,-1.0
324,2019-11-15 00:07:20,0.01953125,0.0,-1.01953125
325,2019-11-15 00:07:21,0.01953125,0.0,-1.0
326,2019-11-15 00:07:22,0.01953125,0.0,-1.0
327,2019-11-15 00:07:23,0.01953125,0.0,-1.0
328,2019-11-15 00:07:25,0.01953125,0.0,-0.98828125
329,2019-11-15 00:07:26,0.01953125,0.0,-1.0
330,2019-11-15 00:07:28,0.01953125,0.0,-1.0
331,2019-11-15 00:07:29,0.01953125,0.0,-1.0
332,2019-11-15 00:07:31,0.01953125,0.0,-1.0
333,2019-11-15 00:07:33,0.01953125,0.0,-1.0
334,2019-11-15 00:07:35,0.01953125,0.0,-1.0
335,2019-11-15 00:07:37,0.02734375,0.0,-1.0
336,2019-11-15 00:07:38,0.01953125,0.0,-1.0
337,2019-11-15 00:07:41,0.01953125,0.0,-1.0
338,2019-11-15 00:07:42,0.01953125,0.0,-1.0
339,2019-11-15 00:07:44,0.01953125,0.0,-1.0
340,2019-11-15 00:07:46,0.01953125,0.0,-1.0
341,2019-11-15 00:07:47,0.01953125,0.0,-1.0
342,2019-11-15 00:07:49,0.02734375,0.0,-1.0
343,2019-11-15 00:07:50,0.01953125,0.0,-1.0
344,2019-11-15 00:07:51,0.02734375,0.0,-1.0
345,2019-11-15 00:07:52,0.01953125,0.0,-1.0
346,2019-11-15 00:07:55,0.01953125,0.0,-1.0
347,2019-11-15 00:07:56,0.01953125,0.0,-1.0
348,2019-11-15 00:07:59,0.01953125,0.0,-1.0
349,2019-11-15 00:08:00,0.01953125,0.0,-1.0
350,2019-11-15 00:08:02,0.01953125,0.0,-1.0
351,2019-11-15 00:08:03,0.01953125,0.0,-1.0
352,2019-11-15 00:08:05,0.01953125,0.0,-1.0
353,2019-11-15 00:08:07,0.01953125,0.0,-1.0
354,2019-11-15 00:08:08,0.01953125,0.0,-1.0
355,2019-11-15 00:08:09,0.01953125,0.0,-1.0
356,2019-11-15 00:08:10,0.01953125,0.0,-1.0
357,2019-11-15 00:08:11,0.01953125,0.0,-1.0
